Auth_ID,Date Authorisation,Cust ID,Amount,Date Procedure,Region,Vulnerable,Notes
9000843,01/07/2020,3777,60.55,29/09/2020,North,FALSE,
9000844,01/07/2020,3804,2.86,19/08/2020,West,FALSE,
9000845,01/07/2020,3169,-14.36,23/08/2020,West,FALSE,
9000846,01/07/2020,1550,57.15,29/07/2020,North,FALSE,
9000847,01/07/2020,3158,64.52,14/09/2020,East,FALSE,
9000848,01/07/2020,2311,24.61,15/08/2020,London,FALSE,
9000849,01/07/2020,2182,-22.89,11/07/2020,South,FALSE,
9000850,01/07/2020,1019,-42.25,02/10/2020,North,FALSE,
9000851,01/07/2020,2273,11.33,24/09/2020,West,FALSE,
9000852,01/07/2020,2763,47.76,04/10/2020,London,FALSE,
9000853,01/07/2020,3817,25.48,27/07/2020,London,FALSE,
9000854,01/07/2020,3472,38.24,28/07/2020,North,FALSE,
9000855,02/07/2020,3230,33.19,09/08/2020,London,FALSE,
9000856,02/07/2020,3046,-17.37,04/09/2020,London,TRUE,
9000857,02/07/2020,3549,53.34,26/07/2020,London,FALSE,
9000858,02/07/2020,3489,13.44,22/08/2020,East,FALSE,
9000859,02/07/2020,3605,41.54,10/10/2020,East,FALSE,
9000860,02/07/2020,1834,51.74,04/09/2020,East,FALSE,
9000861,02/07/2020,3020,94.38,03/10/2020,London,FALSE,
9000862,02/07/2020,3287,-34.52,19/07/2020,South,FALSE,
9000863,02/07/2020,1757,53.31,18/09/2020,South,FALSE,
9000864,02/07/2020,3803,49.89,30/09/2020,West,FALSE,
9000865,02/07/2020,1040,40.47,10/09/2020,London,FALSE,
9000866,02/07/2020,2420,1.83,03/09/2020,East,FALSE,
9000867,02/07/2020,1697,-17.51,28/07/2020,North,FALSE,
9000868,02/07/2020,2867,-8.67,03/08/2020,South,FALSE,
9000869,02/07/2020,2410,17,10/07/2020,South,FALSE,
9000870,02/07/2020,1372,13.2,10/09/2020,East,FALSE,
9000871,02/07/2020,2464,79.85,26/08/2020,West,FALSE,
9000872,02/07/2020,3202,-6.7,07/07/2020,North,FALSE,
9000873,02/07/2020,2246,20.27,07/08/2020,North,FALSE,
9000874,02/07/2020,3109,54.63,05/08/2020,East,TRUE,
9000875,03/07/2020,1756,48.23,03/08/2020,North,FALSE,
9000876,03/07/2020,1382,47.3,24/07/2020,East,FALSE,
9000877,03/07/2020,2169,52.49,19/08/2020,South,FALSE,
9000878,03/07/2020,3698,18.04,04/10/2020,South,FALSE,
9000879,03/07/2020,1131,20.69,16/08/2020,London,FALSE,
9000880,03/07/2020,1081,92.71,31/08/2020,West,FALSE,
9000881,03/07/2020,3661,-1.87,28/07/2020,North,FALSE,
9000882,03/07/2020,2761,15,21/09/2020,South,FALSE,
9000883,03/07/2020,3679,-24.66,04/08/2020,London,FALSE,
9000884,03/07/2020,3404,23.98,08/10/2020,London,FALSE,
9000885,03/07/2020,1261,37.04,07/07/2020,West,FALSE,
9000886,03/07/2020,1557,-5.05,02/09/2020,London,FALSE,
9000887,03/07/2020,3051,54.38,16/09/2020,London,FALSE,
9000888,03/07/2020,3336,-22.24,07/07/2020,East,FALSE,
9000889,03/07/2020,1882,-6.83,08/10/2020,South,FALSE,
9000890,03/07/2020,2211,85.19,26/08/2020,South,FALSE,
9000891,03/07/2020,3457,72.87,09/08/2020,East,FALSE,
9000892,03/07/2020,2229,50.67,29/07/2020,West,FALSE,
9000893,03/07/2020,3548,46.89,18/09/2020,South,FALSE,
9000894,04/07/2020,3362,36.76,07/08/2020,South,FALSE,
9000895,04/07/2020,1211,-2.25,31/08/2020,West,FALSE,
9000896,04/07/2020,2861,35,28/09/2020,East,FALSE,
9000897,04/07/2020,1503,-4.72,30/08/2020,East,FALSE,
9000898,04/07/2020,3738,9.27,12/10/2020,London,FALSE,
9000899,04/07/2020,2938,38.59,04/08/2020,North,FALSE,
9000900,04/07/2020,1139,21.45,03/08/2020,West,FALSE,
9000901,04/07/2020,1737,85.09,06/08/2020,West,FALSE,
9000902,04/07/2020,2516,53.08,06/09/2020,East,FALSE,
9000903,04/07/2020,3326,61.92,05/09/2020,North,FALSE,
9000904,04/07/2020,2057,13.3,31/08/2020,West,FALSE,
9000905,04/07/2020,3334,-5.92,17/09/2020,East,FALSE,
9000906,04/07/2020,2229,57.27,01/10/2020,West,FALSE,
9000907,04/07/2020,3442,59.89,02/09/2020,North,FALSE,
9000908,04/07/2020,3218,58.6,14/08/2020,East,FALSE,
9000909,04/07/2020,2271,97.69,10/10/2020,North,FALSE,
9000910,04/07/2020,2455,31.86,18/08/2020,North,FALSE,
9000911,04/07/2020,1430,25.73,16/09/2020,East,FALSE,
9000912,05/07/2020,2098,11.61,03/09/2020,South,FALSE,
9000913,05/07/2020,2653,75.44,19/07/2020,South,,
9000914,05/07/2020,1231,28.26,12/09/2020,London,FALSE,
9000915,05/07/2020,3408,60.31,31/08/2020,West,FALSE,
9000916,05/07/2020,3935,29.2,09/08/2020,East,FALSE,
9000917,05/07/2020,3858,18.5,05/09/2020,East,FALSE,
9000918,05/07/2020,1748,39.04,02/10/2020,West,FALSE,
9000919,05/07/2020,2805,68.18,02/10/2020,South,FALSE,
9000920,05/07/2020,1966,52.26,09/07/2020,South,FALSE,
9000921,05/07/2020,2894,29.74,17/07/2020,London,FALSE,
9000922,05/07/2020,3632,36.01,09/09/2020,West,FALSE,
9000923,05/07/2020,2343,32.89,24/07/2020,East,,
9000924,05/07/2020,3587,50.5,28/08/2020,South,FALSE,
9000925,05/07/2020,2593,27.93,03/10/2020,London,FALSE,
9000926,05/07/2020,2405,27.99,06/07/2020,West,,
9000927,05/07/2020,1245,-14.5,30/09/2020,South,FALSE,
9000928,05/07/2020,1617,0.07,23/08/2020,East,FALSE,
9000929,05/07/2020,2249,109.48,21/09/2020,East,FALSE,
9000930,06/07/2020,2451,8.32,01/08/2020,West,FALSE,
9000931,06/07/2020,3014,34.21,26/08/2020,London,FALSE,
9000932,06/07/2020,3230,27.18,12/08/2020,London,FALSE,
9000933,06/07/2020,3540,20.91,16/09/2020,London,FALSE,
9000934,06/07/2020,2176,-18.03,07/09/2020,North,FALSE,
9000935,06/07/2020,1672,39.54,28/07/2020,West,FALSE,
9000936,06/07/2020,1005,74.28,21/07/2020,North,FALSE,
9000937,06/07/2020,1572,11,24/08/2020,South,FALSE,
9000938,06/07/2020,1738,11.26,04/10/2020,South,FALSE,
9000939,06/07/2020,3190,22.72,27/08/2020,North,FALSE,
9000940,06/07/2020,1186,11.48,10/10/2020,East,FALSE,
9000941,06/07/2020,1751,76.2,23/09/2020,East,FALSE,
9000942,06/07/2020,1172,-10.11,31/08/2020,South,FALSE,
9000943,06/07/2020,3661,35.95,02/08/2020,North,FALSE,
9000944,06/07/2020,2294,22.74,26/07/2020,West,,
9000945,06/07/2020,2361,24.15,19/09/2020,North,FALSE,
9000946,06/07/2020,1962,25.26,21/08/2020,North,FALSE,
9000947,06/07/2020,1612,31.95,14/07/2020,London,FALSE,
9000948,06/07/2020,3811,41.79,19/09/2020,East,FALSE,
9000949,06/07/2020,3682,20.7,13/07/2020,North,FALSE,
9000950,06/07/2020,2037,95.36,22/07/2020,North,FALSE,
9000951,06/07/2020,1754,7.61,09/07/2020,South,FALSE,
9000952,07/07/2020,1910,45.4,14/08/2020,West,FALSE,
9000953,07/07/2020,2528,29.18,30/07/2020,London,FALSE,
9000954,07/07/2020,1276,73.71,29/08/2020,West,FALSE,
9000955,07/07/2020,1322,2.87,16/08/2020,West,FALSE,
9000956,07/07/2020,1099,0.64,10/10/2020,West,FALSE,
9000957,07/07/2020,2552,-2.75,13/10/2020,West,FALSE,
9000958,07/07/2020,1963,62.19,05/10/2020,West,FALSE,
9000959,07/07/2020,3997,26.45,01/09/2020,South,FALSE,
9000960,07/07/2020,1260,12.91,17/09/2020,South,FALSE,
9000961,07/07/2020,1508,20.94,08/10/2020,North,FALSE,
9000962,07/07/2020,1483,13.89,23/08/2020,London,FALSE,
9000963,07/07/2020,1914,39.5,26/07/2020,West,FALSE,
9000964,07/07/2020,2714,83.16,08/08/2020,West,FALSE,
9000965,07/07/2020,2240,42.41,02/09/2020,West,FALSE,
9000966,07/07/2020,1838,4.31,17/07/2020,North,FALSE,
9000967,07/07/2020,3546,0.37,15/09/2020,South,FALSE,
9000968,07/07/2020,1333,-0.12,24/07/2020,East,FALSE,
9000969,07/07/2020,2227,36.96,14/07/2020,London,FALSE,
9000970,07/07/2020,2061,35.32,06/09/2020,South,FALSE,
9000971,08/07/2020,1145,22.74,11/08/2020,East,FALSE,
9000972,08/07/2020,3928,20.61,23/09/2020,North,FALSE,
9000973,08/07/2020,3551,4.07,21/08/2020,South,FALSE,
9000974,08/07/2020,1117,50.6,10/08/2020,West,FALSE,
9000975,08/07/2020,3553,51.01,19/09/2020,South,FALSE,
9000976,08/07/2020,1710,57.86,01/10/2020,West,FALSE,
9000977,08/07/2020,3773,29.57,09/10/2020,London,FALSE,
9000978,08/07/2020,2233,37.28,02/10/2020,East,FALSE,
9000979,08/07/2020,3512,26.21,08/08/2020,West,FALSE,
9000980,08/07/2020,3272,47.64,18/07/2020,London,FALSE,
9000981,08/07/2020,3679,17.7,29/08/2020,London,FALSE,
9000982,08/07/2020,2753,56.93,13/09/2020,North,FALSE,
9000983,08/07/2020,2152,61.12,17/07/2020,East,FALSE,
9000984,08/07/2020,3621,48.17,06/09/2020,South,FALSE,
9000985,08/07/2020,3601,79.69,11/10/2020,North,FALSE,
9000986,08/07/2020,2520,38.87,07/08/2020,North,FALSE,
9000987,08/07/2020,1707,41.87,15/08/2020,South,FALSE,
9000988,08/07/2020,1700,21.41,04/08/2020,West,FALSE,
9000989,08/07/2020,3925,61.54,12/07/2020,South,FALSE,
9000990,09/07/2020,1925,69.52,08/08/2020,South,FALSE,
9000991,09/07/2020,1691,27.34,15/10/2020,South,FALSE,
9000992,09/07/2020,3703,24.99,02/09/2020,West,FALSE,
9000993,09/07/2020,3564,-13.06,16/09/2020,East,FALSE,
9000994,09/07/2020,2640,20.68,10/09/2020,South,FALSE,
9000995,09/07/2020,1407,34.88,27/07/2020,South,FALSE,
9000996,09/07/2020,2123,24,02/08/2020,East,FALSE,
9000997,09/07/2020,2363,60.09,03/09/2020,London,FALSE,
9000998,09/07/2020,2967,32.16,20/09/2020,North,FALSE,
9000999,09/07/2020,1939,18.26,26/07/2020,South,FALSE,
9001000,09/07/2020,2864,10.91,16/09/2020,West,FALSE,
9001001,09/07/2020,2862,4.71,26/08/2020,London,FALSE,
9001002,09/07/2020,1066,66.56,26/09/2020,East,FALSE,
9001003,09/07/2020,2213,48.89,30/08/2020,North,FALSE,
9001004,09/07/2020,3796,-36.15,06/09/2020,South,FALSE,
9001005,09/07/2020,3373,8.3,15/08/2020,North,FALSE,
9001006,09/07/2020,1809,24.05,22/09/2020,East,FALSE,
9001007,09/07/2020,1470,24.62,08/09/2020,North,FALSE,
9001008,09/07/2020,3782,34.66,04/09/2020,London,FALSE,
9001009,09/07/2020,3413,21.38,18/09/2020,East,FALSE,
9001010,10/07/2020,2910,20.86,19/08/2020,South,FALSE,
9001011,10/07/2020,3305,62.63,02/09/2020,East,FALSE,
9001012,10/07/2020,1506,32.74,21/07/2020,South,FALSE,
9001013,10/07/2020,2601,22.92,24/07/2020,South,FALSE,
9001014,10/07/2020,1573,36.23,22/09/2020,London,FALSE,
9001015,10/07/2020,1400,83.91,28/07/2020,South,FALSE,
9001016,10/07/2020,1041,27.63,24/08/2020,London,FALSE,
9001017,10/07/2020,3373,-10.69,11/08/2020,North,FALSE,
9001018,10/07/2020,2165,-6.21,23/07/2020,East,FALSE,
9001019,10/07/2020,2150,60.35,05/08/2020,London,FALSE,
9001020,10/07/2020,2379,41.16,16/08/2020,East,,
9001021,10/07/2020,2694,20.06,13/07/2020,South,FALSE,
9001022,10/07/2020,1681,8.36,25/07/2020,West,FALSE,
9001023,10/07/2020,1662,25.87,22/08/2020,North,FALSE,
9001024,10/07/2020,3407,73.4,20/08/2020,North,FALSE,
9001025,10/07/2020,2088,20.46,09/09/2020,East,FALSE,
9001026,10/07/2020,2645,21.85,09/09/2020,South,FALSE,
9001027,11/07/2020,1078,26.9,19/10/2020,West,FALSE,
9001028,11/07/2020,2965,27.36,09/10/2020,South,FALSE,
9001029,11/07/2020,1902,17.47,29/07/2020,South,FALSE,
9001030,11/07/2020,1815,5.3,29/09/2020,London,FALSE,
9001031,11/07/2020,1573,37.69,06/09/2020,London,FALSE,
9001032,11/07/2020,3050,81.7,26/08/2020,East,FALSE,
9001033,11/07/2020,2066,33.4,09/10/2020,North,FALSE,
9001034,11/07/2020,2167,20.8,08/08/2020,West,FALSE,
9001035,11/07/2020,2471,44.58,16/09/2020,East,,
9001036,11/07/2020,3990,0.15,18/09/2020,West,FALSE,
9001037,11/07/2020,3164,50.15,21/07/2020,East,FALSE,
9001038,11/07/2020,2273,34.36,13/08/2020,West,FALSE,
9001039,11/07/2020,1165,-15.1,16/08/2020,North,FALSE,
9001040,11/07/2020,2598,4.63,20/09/2020,South,FALSE,
9001041,11/07/2020,2440,76.2,15/10/2020,East,FALSE,
9001042,11/07/2020,3546,38.17,25/07/2020,South,FALSE,
9001043,11/07/2020,1846,54.93,21/09/2020,West,FALSE,
9001044,11/07/2020,1165,12.31,03/09/2020,North,FALSE,
9001045,12/07/2020,1510,16.58,16/08/2020,West,FALSE,
9001046,12/07/2020,1257,11.03,26/09/2020,South,FALSE,
9001047,12/07/2020,3677,25.29,06/10/2020,West,FALSE,
9001048,12/07/2020,1932,44.15,26/09/2020,East,FALSE,
9001049,12/07/2020,1731,38.43,31/08/2020,North,FALSE,
9001050,12/07/2020,2205,29.57,12/08/2020,East,FALSE,
9001051,12/07/2020,1447,59.78,28/08/2020,West,FALSE,
9001052,12/07/2020,3950,44.39,09/08/2020,South,FALSE,
9001053,12/07/2020,2880,20.55,01/08/2020,London,FALSE,
9001054,12/07/2020,3767,53.32,05/09/2020,South,FALSE,
9001055,12/07/2020,2799,27.38,10/09/2020,East,FALSE,
9001056,12/07/2020,3797,16.01,26/07/2020,London,FALSE,
9001057,12/07/2020,2951,48.92,19/09/2020,London,FALSE,
9001058,12/07/2020,1183,-11.52,14/07/2020,London,FALSE,
9001059,12/07/2020,2309,37.1,10/08/2020,West,FALSE,
9001060,12/07/2020,1305,63.42,04/08/2020,London,FALSE,
9001061,12/07/2020,2205,6.12,02/08/2020,East,FALSE,
9001062,12/07/2020,1218,96.83,04/10/2020,London,FALSE,
9001063,12/07/2020,3259,44.6,21/09/2020,East,FALSE,
9001064,13/07/2020,3710,71.4,12/08/2020,London,FALSE,
9001065,13/07/2020,2592,-2.24,21/09/2020,East,FALSE,
9001066,13/07/2020,1107,33.18,16/08/2020,West,FALSE,
9001067,13/07/2020,3795,51.41,05/10/2020,London,FALSE,
9001068,13/07/2020,3363,58.28,22/07/2020,East,FALSE,
9001069,13/07/2020,2046,57.18,31/07/2020,East,FALSE,
9001070,13/07/2020,1967,30.22,01/09/2020,West,FALSE,
9001071,13/07/2020,1673,57.6,09/08/2020,North,FALSE,
9001072,13/07/2020,3757,23.21,05/10/2020,South,FALSE,
9001073,13/07/2020,3203,63.04,17/10/2020,North,FALSE,
9001074,13/07/2020,3430,39.67,08/08/2020,South,FALSE,
9001075,13/07/2020,1384,90,04/10/2020,East,FALSE,
9001076,13/07/2020,2869,41.46,08/08/2020,South,FALSE,
9001077,13/07/2020,3260,-26.14,26/08/2020,London,FALSE,
9001078,13/07/2020,3045,-15.87,25/07/2020,North,FALSE,
9001079,13/07/2020,2298,65.5,28/08/2020,North,FALSE,
9001080,13/07/2020,2391,67.32,02/08/2020,North,TRUE,
9001081,13/07/2020,3956,22.59,04/10/2020,West,FALSE,
9001082,14/07/2020,2253,26.33,16/08/2020,West,FALSE,
9001083,14/07/2020,1549,-20.64,17/07/2020,North,FALSE,
9001084,14/07/2020,3060,22.24,16/10/2020,North,FALSE,
9001085,14/07/2020,2054,86.02,04/10/2020,West,FALSE,
9001086,14/07/2020,3275,58.24,19/09/2020,London,FALSE,
9001087,14/07/2020,1847,55.82,02/10/2020,South,FALSE,
9001088,14/07/2020,1887,9.13,24/09/2020,North,FALSE,
9001089,14/07/2020,1371,-1.16,24/07/2020,London,FALSE,
9001090,14/07/2020,2923,-21.34,14/09/2020,West,FALSE,
9001091,14/07/2020,1037,23.24,08/10/2020,West,FALSE,
9001092,14/07/2020,2175,15.28,19/10/2020,North,FALSE,
9001093,14/07/2020,2497,-33.66,18/07/2020,London,FALSE,
9001094,14/07/2020,3757,26.73,01/08/2020,South,FALSE,
9001095,14/07/2020,3732,6.5,15/10/2020,East,FALSE,
9001096,14/07/2020,1121,26.66,20/10/2020,East,FALSE,
9001097,14/07/2020,3158,22.26,24/07/2020,East,FALSE,
9001098,14/07/2020,1018,50.56,30/09/2020,West,FALSE,
9001099,14/07/2020,3952,59.41,31/08/2020,East,FALSE,
9001100,14/07/2020,2079,14.8,23/09/2020,North,FALSE,
9001101,15/07/2020,3928,25.42,24/09/2020,North,FALSE,
9001102,15/07/2020,1993,32.08,19/10/2020,South,FALSE,
9001103,15/07/2020,1803,45.11,20/09/2020,West,FALSE,
9001104,15/07/2020,1293,32.73,18/09/2020,West,FALSE,
9001105,15/07/2020,3967,-5.56,06/09/2020,South,FALSE,
9001106,15/07/2020,1627,58.95,16/09/2020,London,FALSE,
9001107,15/07/2020,3670,60.49,18/10/2020,West,FALSE,
9001108,15/07/2020,3949,33.17,19/08/2020,London,FALSE,
9001109,15/07/2020,2488,59.7,24/07/2020,North,FALSE,
9001110,15/07/2020,2554,34.61,08/08/2020,North,FALSE,
9001111,15/07/2020,2229,41.96,28/09/2020,West,FALSE,
9001112,15/07/2020,2482,1.53,14/09/2020,North,FALSE,
9001113,15/07/2020,2808,60.88,17/07/2020,West,FALSE,
9001114,15/07/2020,1310,42.73,04/09/2020,London,FALSE,
9001115,15/07/2020,1047,2.95,16/09/2020,East,FALSE,
9001116,15/07/2020,2142,33.21,30/09/2020,West,FALSE,
9001117,15/07/2020,3664,78.74,23/09/2020,London,FALSE,
9001118,15/07/2020,1011,49.97,17/10/2020,East,FALSE,
9001119,16/07/2020,1291,59.4,03/08/2020,West,FALSE,
9001120,16/07/2020,2428,62.14,16/10/2020,London,FALSE,
9001121,16/07/2020,2934,74.47,20/10/2020,West,FALSE,
9001122,16/07/2020,3039,91.16,12/08/2020,East,FALSE,
9001123,16/07/2020,3841,21.2,22/07/2020,North,FALSE,
9001124,16/07/2020,3885,42.08,18/10/2020,West,FALSE,
9001125,16/07/2020,2859,24.79,18/09/2020,North,FALSE,
9001126,16/07/2020,1548,-0.53,17/10/2020,South,FALSE,
9001127,16/07/2020,2779,39.14,22/10/2020,South,FALSE,
9001128,16/07/2020,3004,5.42,05/08/2020,London,FALSE,
9001129,16/07/2020,2059,-26.65,08/09/2020,North,FALSE,
9001130,16/07/2020,3642,38.66,10/10/2020,West,FALSE,
9001131,16/07/2020,1040,27.59,27/07/2020,London,FALSE,
9001132,16/07/2020,1815,58.77,10/10/2020,London,FALSE,
9001133,16/07/2020,3910,0.67,24/08/2020,North,FALSE,
9001134,16/07/2020,2476,13.74,01/10/2020,West,,
9001135,16/07/2020,3152,78.48,27/07/2020,North,FALSE,
9001136,16/07/2020,3070,46.9,01/10/2020,South,FALSE,
9001137,16/07/2020,1428,24.3,23/09/2020,East,FALSE,
9001138,16/07/2020,1748,44.62,21/10/2020,West,FALSE,
9001139,16/07/2020,1384,51.04,06/09/2020,East,FALSE,
9001140,17/07/2020,2310,58.52,21/08/2020,West,FALSE,
9001141,17/07/2020,2502,14.94,27/07/2020,South,FALSE,
9001142,17/07/2020,1504,39.59,23/07/2020,East,FALSE,
9001143,17/07/2020,2104,46.66,15/09/2020,South,FALSE,
9001144,17/07/2020,2888,81.03,19/10/2020,West,FALSE,
9001145,17/07/2020,3147,16.55,21/08/2020,South,FALSE,
9001146,17/07/2020,3396,28.15,05/08/2020,South,FALSE,
9001147,17/07/2020,1230,-8.4,01/09/2020,West,FALSE,
9001148,17/07/2020,1196,25.7,02/08/2020,South,FALSE,
9001149,17/07/2020,3989,22.35,12/08/2020,North,FALSE,
9001150,17/07/2020,3763,47.18,03/10/2020,North,FALSE,
9001151,17/07/2020,3212,27.83,17/09/2020,North,FALSE,
9001152,17/07/2020,1115,60.85,17/10/2020,South,FALSE,
9001153,17/07/2020,2732,12.43,21/10/2020,West,FALSE,
9001154,17/07/2020,1286,47.27,29/09/2020,North,FALSE,
9001155,17/07/2020,2638,3.07,15/09/2020,South,FALSE,
9001156,17/07/2020,3613,7.12,20/08/2020,London,FALSE,
9001157,17/07/2020,3673,60.36,14/09/2020,South,FALSE,
9001158,18/07/2020,2448,2.17,22/10/2020,South,FALSE,
9001159,18/07/2020,2320,42.2,02/08/2020,West,FALSE,
9001160,18/07/2020,3651,20.61,23/09/2020,West,FALSE,
9001161,18/07/2020,3640,38.55,26/09/2020,South,FALSE,
9001162,18/07/2020,3469,6.38,10/08/2020,East,FALSE,
9001163,18/07/2020,1653,42.71,20/07/2020,West,FALSE,
9001164,18/07/2020,1577,47.29,27/09/2020,North,FALSE,
9001165,18/07/2020,1936,-8.88,28/07/2020,South,FALSE,
9001166,18/07/2020,2370,35.46,07/08/2020,West,TRUE,
9001167,18/07/2020,2174,24.65,12/08/2020,West,FALSE,
9001168,18/07/2020,3611,47.63,28/07/2020,East,FALSE,
9001169,18/07/2020,2338,13.3,25/09/2020,East,FALSE,
9001170,18/07/2020,2836,74.12,17/10/2020,North,FALSE,
9001171,18/07/2020,1203,52.38,07/09/2020,South,FALSE,
9001172,18/07/2020,2558,109.28,27/08/2020,East,FALSE,
9001173,18/07/2020,2630,27.13,22/07/2020,East,FALSE,
9001174,18/07/2020,3288,51.76,20/10/2020,East,FALSE,
9001175,18/07/2020,1152,-27.28,19/07/2020,North,FALSE,
9001176,19/07/2020,3517,36.89,21/09/2020,West,FALSE,
9001177,19/07/2020,2786,120.95,06/10/2020,London,FALSE,
9001178,19/07/2020,3834,19.49,06/09/2020,London,FALSE,
9001179,19/07/2020,3137,29.27,04/08/2020,West,FALSE,
9001180,19/07/2020,3188,33.78,18/10/2020,West,FALSE,
9001181,19/07/2020,2479,3.49,07/10/2020,North,FALSE,
9001182,19/07/2020,2751,29.8,18/10/2020,West,FALSE,
9001183,19/07/2020,2282,-16.53,31/07/2020,North,FALSE,
9001184,19/07/2020,3844,52,08/08/2020,South,FALSE,
9001185,19/07/2020,2256,-43.35,11/09/2020,London,FALSE,
9001186,19/07/2020,2404,41.03,29/08/2020,East,FALSE,
9001187,19/07/2020,1259,26.52,21/09/2020,North,FALSE,
9001188,19/07/2020,2182,34.6,17/09/2020,South,FALSE,
9001189,19/07/2020,2059,66.47,25/08/2020,North,FALSE,
9001190,19/07/2020,1855,10.3,27/10/2020,North,FALSE,
9001191,19/07/2020,3125,50.39,26/07/2020,West,FALSE,
9001192,19/07/2020,2382,13.33,03/10/2020,West,FALSE,
9001193,19/07/2020,2009,10.85,26/07/2020,North,FALSE,
9001194,19/07/2020,1248,36.11,22/10/2020,North,FALSE,
9001195,20/07/2020,1420,54.2,26/08/2020,South,FALSE,
9001196,20/07/2020,3567,86.62,16/10/2020,East,FALSE,
9001197,20/07/2020,1732,-12.82,24/10/2020,North,FALSE,
9001198,20/07/2020,2437,51.03,22/09/2020,West,FALSE,
9001199,20/07/2020,3678,52.33,22/09/2020,London,FALSE,
9001200,20/07/2020,2291,25.35,10/09/2020,North,FALSE,
9001201,20/07/2020,1982,41.76,17/10/2020,North,FALSE,
9001202,20/07/2020,1207,28.89,04/10/2020,North,FALSE,
9001203,20/07/2020,2126,31.74,01/08/2020,North,FALSE,
9001204,20/07/2020,3188,72.38,23/08/2020,West,FALSE,
9001205,20/07/2020,3290,20.36,28/08/2020,London,FALSE,
9001206,20/07/2020,2035,-8.02,10/08/2020,London,FALSE,
9001207,20/07/2020,2103,19.21,28/09/2020,East,FALSE,
9001208,20/07/2020,2355,23.67,15/10/2020,East,FALSE,
9001209,20/07/2020,3263,24.77,30/08/2020,North,FALSE,
9001210,20/07/2020,1084,1.97,18/09/2020,South,FALSE,
9001211,20/07/2020,3326,-18.54,11/09/2020,North,FALSE,
9001212,20/07/2020,3142,50.2,06/09/2020,North,FALSE,
9001213,20/07/2020,1655,84.07,27/09/2020,East,FALSE,
9001214,20/07/2020,2499,42.07,18/08/2020,London,FALSE,
9001215,21/07/2020,3000,23.51,09/10/2020,West,FALSE,
9001216,21/07/2020,1169,86.47,30/07/2020,West,FALSE,
9001217,21/07/2020,1813,11.12,08/10/2020,London,FALSE,
9001218,21/07/2020,2147,17.25,30/09/2020,West,FALSE,
9001219,21/07/2020,3030,46.76,10/10/2020,East,FALSE,
9001220,21/07/2020,2029,4,27/07/2020,North,FALSE,
9001221,21/07/2020,2694,-47.59,26/09/2020,South,FALSE,
9001222,21/07/2020,2096,43.91,03/08/2020,London,FALSE,
9001223,21/07/2020,3785,52.41,12/09/2020,South,FALSE,
9001224,21/07/2020,3060,64.63,04/08/2020,North,FALSE,
9001225,21/07/2020,1201,11,03/09/2020,North,FALSE,
9001226,21/07/2020,1723,49.56,01/08/2020,East,FALSE,
9001227,21/07/2020,1146,-16.11,20/09/2020,London,FALSE,
9001228,21/07/2020,1936,8.11,09/09/2020,South,FALSE,
9001229,21/07/2020,2690,6.32,19/09/2020,East,FALSE,
9001230,21/07/2020,2377,24.5,09/08/2020,London,FALSE,
9001231,21/07/2020,3924,48.58,22/08/2020,London,FALSE,
9001232,21/07/2020,2330,37.94,13/09/2020,West,FALSE,
9001233,22/07/2020,2002,-27.72,19/09/2020,London,FALSE,
9001234,22/07/2020,2184,39.89,07/08/2020,West,FALSE,
9001235,22/07/2020,1130,86.9,12/10/2020,South,FALSE,
9001236,22/07/2020,1649,58.85,19/10/2020,London,FALSE,
9001237,22/07/2020,3017,-2.5,30/10/2020,West,FALSE,
9001238,22/07/2020,3589,-17.86,22/08/2020,East,FALSE,
9001239,22/07/2020,3483,5.22,03/08/2020,North,FALSE,
9001240,22/07/2020,2860,49.56,13/08/2020,West,FALSE,
9001241,22/07/2020,2365,47.16,10/09/2020,South,FALSE,
9001242,22/07/2020,2589,24.58,17/10/2020,East,FALSE,
9001243,22/07/2020,2631,58.25,20/10/2020,London,FALSE,
9001244,22/07/2020,1551,48.29,03/09/2020,East,FALSE,
9001245,22/07/2020,3818,5.61,17/09/2020,London,FALSE,
9001246,22/07/2020,2203,4.12,05/09/2020,East,FALSE,
9001247,22/07/2020,1923,12.68,20/09/2020,West,FALSE,
9001248,22/07/2020,1604,53.61,17/09/2020,London,FALSE,
9001249,22/07/2020,1757,-31.22,14/10/2020,South,FALSE,
9001250,22/07/2020,1810,17.87,23/10/2020,North,FALSE,
9001251,22/07/2020,2094,53.89,13/08/2020,South,FALSE,
9001252,22/07/2020,2427,-49.9,18/10/2020,London,FALSE,
9001253,23/07/2020,1318,65.91,11/10/2020,West,FALSE,
9001254,23/07/2020,1046,-8.9,18/08/2020,London,FALSE,
9001255,23/07/2020,3782,59.67,09/08/2020,London,FALSE,
9001256,23/07/2020,3203,5.72,20/08/2020,North,FALSE,
9001257,23/07/2020,1125,40.07,31/08/2020,London,FALSE,
9001258,23/07/2020,2624,-7.69,17/09/2020,East,FALSE,
9001259,23/07/2020,3647,40.56,17/09/2020,East,FALSE,
9001260,23/07/2020,1330,94.6,01/08/2020,South,FALSE,
9001261,23/07/2020,3178,20.98,19/09/2020,London,FALSE,
9001262,23/07/2020,2152,52.67,28/10/2020,East,FALSE,
9001263,23/07/2020,2027,83.23,26/10/2020,North,FALSE,
9001264,23/07/2020,1218,44.85,09/08/2020,London,FALSE,
